   Episode      Step   Epsilon  Get_resultnum     MeanReward     MeanLength       MeanLoss     MeanQValue      TimeDelta                Time
         0     241   1.000             0       -0.951        2.410        0.000        0.000        4.763 2023-01-18T00:09:26
        10    3050   0.999             0       -0.938        2.773        0.043        0.059       23.720 2023-01-18T00:09:49
        20    4842   0.999             0       -0.954        2.306       -0.331        0.131       23.447 2023-01-18T00:10:13
        30    5842   0.999             0       -0.969        1.885       -0.862        0.146       20.525 2023-01-18T00:10:33
        40    6842   0.999             0       -0.976        1.669       -0.119        0.143       20.651 2023-01-18T00:10:54
        50    7842   0.998             0       -0.981        1.538        0.489        0.134       21.666 2023-01-18T00:11:16
        60    9835   0.998             0       -0.978        1.612        0.568        0.120       24.622 2023-01-18T00:11:40
        70   14580   0.997             0       -0.962        2.054        0.493        0.119       33.532 2023-01-18T00:12:14
        80   19869   0.996             0       -0.948        2.453        0.451        0.120       35.648 2023-01-18T00:12:49
        90   25341   0.995             0       -0.936        2.785        0.407        0.119       39.229 2023-01-18T00:13:29
       100   30261   0.994             0       -0.929        3.002        0.382        0.117       32.190 2023-01-18T00:14:01
       110   36038   0.992             0       -0.918        3.299        0.395        0.124       36.940 2023-01-18T00:14:38
       120   41603   0.991             0       -0.904        3.676        0.484        0.115       41.689 2023-01-18T00:15:19
       130   47066   0.990             0       -0.888        4.122        0.691        0.107       38.530 2023-01-18T00:15:58
       140   53287   0.989             0       -0.869        4.644        0.478        0.102       50.461 2023-01-18T00:16:48
       150   59931   0.987             0       -0.849        5.209        0.195        0.103       50.747 2023-01-18T00:17:39
       160   68352   0.986             0       -0.826        5.852        0.110        0.108       57.718 2023-01-18T00:18:37
       170   76054   0.984             0       -0.816        6.147        0.118        0.105       43.425 2023-01-18T00:19:20
       180   83529   0.983             0       -0.809        6.366        0.116        0.103       44.306 2023-01-18T00:20:05
       190   91658   0.981             0       -0.799        6.632        0.122        0.104       48.942 2023-01-18T00:20:54
       200   99883   0.979             0       -0.787        6.962        0.127        0.107       42.965 2023-01-18T00:21:36
       210  108648   0.977             0       -0.776        7.261        0.121        0.106       45.951 2023-01-18T00:22:22
       220  117663   0.976             0       -0.763        7.606        0.114        0.102       47.049 2023-01-18T00:23:09
       230  127370   0.974             0       -0.747        8.030        0.115        0.103       48.864 2023-01-18T00:23:58
       240  137264   0.972             0       -0.732        8.398        0.116        0.102       48.791 2023-01-18T00:24:47
       250  147368   0.970             0       -0.718        8.744        0.107        0.099       50.258 2023-01-18T00:25:37
       260  156785   0.968             0       -0.713        8.843        0.102        0.097       46.135 2023-01-18T00:26:24
       270  166186   0.966             0       -0.704        9.013        0.098        0.098       48.264 2023-01-18T00:27:12
       280  175738   0.964             0       -0.693        9.221        0.090        0.095       48.265 2023-01-18T00:28:00
       290  185244   0.962             0       -0.685        9.359        0.085        0.092       49.374 2023-01-18T00:28:49
       300  193546   0.960             0       -0.682        9.366        0.076        0.090       45.623 2023-01-18T00:29:35
       310  200457   0.959             0       -0.688        9.181        0.072        0.087       38.652 2023-01-18T00:30:14
       320  210144   0.957             0       -0.681        9.248        0.080        0.090       50.107 2023-01-18T00:31:04
       330  223886   0.954             0       -0.654        9.652        0.083        0.090       61.985 2023-01-18T00:32:06
       340  231757   0.952             0       -0.659        9.449        0.081        0.093       43.803 2023-01-18T00:32:50
       350  245203   0.950             0       -0.637        9.784        0.081        0.094       61.086 2023-01-18T00:33:51
       360  260931   0.947             0       -0.595       10.415        0.082        0.096       86.097 2023-01-18T00:35:17
       370  275782   0.944             0       -0.558       10.960        0.078        0.091       67.893 2023-01-18T00:36:25
       380  292726   0.940             0       -0.508       11.699        0.077        0.092       74.229 2023-01-18T00:37:39
       390  309847   0.937             0       -0.452       12.460        0.076        0.089       78.413 2023-01-18T00:38:57
       400  329844   0.933             0       -0.366       13.630        0.068        0.083       91.331 2023-01-18T00:40:29
       410  333662   0.932             0       -0.375       13.320        0.055        0.081       29.929 2023-01-18T00:40:59
       420  341233   0.931             0       -0.374       13.109        0.062        0.078       50.675 2023-01-18T00:41:49
       430  359742   0.927             0       -0.334       13.586        0.052        0.077      101.696 2023-01-18T00:43:31
       440  382278   0.923             0       -0.213       15.052        0.045        0.073      126.388 2023-01-18T00:45:37
       450  406947   0.918             0       -0.096       16.174        0.040        0.075      140.917 2023-01-18T00:47:58
       460  433350   0.913             0        0.032       17.242        0.030        0.073      151.443 2023-01-18T00:50:30
       470  459560   0.908             0        0.158       18.378        0.025        0.074      143.074 2023-01-18T00:52:53
       480  488797   0.902             0        0.320       19.607        0.015        0.068      153.770 2023-01-18T00:55:27
       490  515326   0.897             0        0.431       20.548        0.001        0.064      144.946 2023-01-18T00:57:51
       500  545310   0.892             0        0.562       21.547       -0.006        0.078      148.229 2023-01-18T01:00:20
       510  569950   0.887             0        0.740       23.629       -0.008        0.072      127.795 2023-01-18T01:02:28
       520  601457   0.881             0        0.968       26.022       -0.038        0.066      170.309 2023-01-18T01:05:18
       530  632233   0.876             0        1.127       27.249       -0.046        0.061      172.559 2023-01-18T01:08:10
       540  657243   0.871             0        1.163       27.497       -0.050        0.056      131.939 2023-01-18T01:10:22
       550  688200   0.865             0        1.264       28.125       -0.060        0.047      157.958 2023-01-18T01:13:00
       560  718698   0.860             0        1.316       28.535       -0.058        0.046      150.288 2023-01-18T01:15:31
       570  749190   0.854             0        1.372       28.963       -0.063        0.043      154.738 2023-01-18T01:18:05
       580  779444   0.849             0        1.370       29.065       -0.065        0.042      158.172 2023-01-18T01:20:43
       590  809342   0.844             0        1.411       29.402       -0.065        0.040      153.717 2023-01-18T01:23:17
       600  844078   0.838             0        1.485       29.877       -0.065        0.024      174.072 2023-01-18T01:26:11
       610  877182   0.832             0        1.583       30.723       -0.064        0.024      173.824 2023-01-18T01:29:05
       620  909648   0.826             0        1.598       30.819       -0.064        0.025      174.545 2023-01-18T01:32:00
       630  942210   0.820             0        1.617       30.998       -0.067        0.024      167.688 2023-01-18T01:34:47
       640  972005   0.815             0        1.685       31.476       -0.066        0.025      158.827 2023-01-18T01:37:26
       650  994232   0.812             0        1.582       30.603       -0.064        0.029      129.449 2023-01-18T01:39:36
       660 1022743   0.807             0        1.573       30.404       -0.071        0.025      164.501 2023-01-18T01:42:20
       670 1038053   0.804             0        1.443       28.886       -0.071        0.026      102.418 2023-01-18T01:44:03
       680 1065404   0.800             0        1.438       28.596       -0.067        0.029      153.876 2023-01-18T01:46:36
       690 1094672   0.795             0        1.477       28.533       -0.066        0.069      170.390 2023-01-18T01:49:27
       700 1135178   0.788             0        1.600       29.110       -0.066        0.070      231.883 2023-01-18T01:53:19
       710 1158224   0.784             0        1.520       28.104       -0.068        0.086      150.604 2023-01-18T01:55:49
