   Episode      Step   Epsilon  Get_resultnum     MeanReward     MeanLength       MeanLoss     MeanQValue      TimeDelta                Time
         0     274   1.000             0       -0.937        2.740        0.000        0.000        5.919 2023-02-14T00:06:52
        10    3639   0.999             0       -0.919        3.365        0.135        0.100       45.521 2023-02-14T00:07:38
        20    7157   0.998             0       -0.910        3.518        0.182        0.140       50.255 2023-02-14T00:08:28
        30   11244   0.998             0       -0.899        4.087        0.163        0.206       51.079 2023-02-14T00:09:19
        40   15448   0.997             0       -0.896        4.204        0.080        0.144       51.986 2023-02-14T00:10:11
        50   20601   0.996             0       -0.868        5.153        0.202        0.135       56.586 2023-02-14T00:11:07
        60   24216   0.995             0       -0.912        3.615        0.120        0.120       48.828 2023-02-14T00:11:56
        70   27025   0.994             0       -0.932        2.809        0.164        0.158       46.552 2023-02-14T00:12:43
        80   30275   0.994             0       -0.922        3.250        0.176        0.145       47.235 2023-02-14T00:13:30
        90   34201   0.993             0       -0.904        3.926        0.177        0.154       50.402 2023-02-14T00:14:20
       100   40097   0.992             0       -0.844        5.896        0.272        0.160       60.252 2023-02-14T00:15:21
       110   43782   0.991             0       -0.910        3.685        0.150        0.116       49.826 2023-02-14T00:16:11
       120   49517   0.990             0       -0.852        5.735        0.176        0.152       59.340 2023-02-14T00:17:10
       130   54235   0.989             0       -0.881        4.718        0.175        0.141       54.689 2023-02-14T00:18:05
       140   58072   0.988             0       -0.906        3.837        0.168        0.123       50.619 2023-02-14T00:18:55
       150   64232   0.987             0       -0.840        6.160        0.097        0.115       60.717 2023-02-14T00:19:56
       160   70705   0.985             0       -0.831        6.473        0.153        0.130       62.249 2023-02-14T00:20:58
       170   77230   0.984             0       -0.829        6.525        0.097        0.113       62.126 2023-02-14T00:22:00
       180   83813   0.983             0       -0.825        6.583        0.119        0.124       62.847 2023-02-14T00:23:03
       190   90179   0.981             0       -0.831        6.366        0.185        0.159       62.171 2023-02-14T00:24:05
       200   96680   0.980             0       -0.829        6.501        0.092        0.108       62.177 2023-02-14T00:25:07
       210  103661   0.978             0       -0.812        6.981        0.049        0.087       64.298 2023-02-14T00:26:12
       220  109960   0.977             0       -0.831        6.299        0.041        0.123       61.835 2023-02-14T00:27:14
       230  115984   0.976             0       -0.842        6.024        0.098        0.142       60.220 2023-02-14T00:28:14
       240  121985   0.975             0       -0.841        6.001        0.102        0.134       60.077 2023-02-14T00:29:14
       250  127925   0.973             0       -0.845        5.940        0.114        0.142       60.001 2023-02-14T00:30:14
